E	water	muscle	lung	dry_spine	dry_rib	adipose	blood	heart	kidney	liver	lymph	pancreas	intestine	skull	cartilage	brain	spleen	iodine_blood	iron	pmma	aluminum	titanium	air	graphite	lead	breast_mammary	skin	iodine	eye_lens	ovary	red_marrow	yellow_marrow	testis	thyroid	bladder
33.0		0.32997914	0.3482739	0.095938813	1.0544312	2.0083982	0.25154783	0.35709114	0.34684109	0.34822478	0.35273032	0.34377692	0.33767626	0.33586105	1.4215352	0.39461856	0.34736164	0.35350519	0.42255625	49.066765	0.32665631	2.3905555	17.178796	0.00036927033	0.42944223	268.17984	0.31028552	0.35060438	32.768514	0.33753053	0.34941617	0.31665922	0.26866155	0.34474016	0.34873068	0.3496655
33.5		0.32386359	0.34170295	0.094219056	1.0195482	1.9352371	0.24830351	0.3502204	0.34034798	0.34166274	0.34604418	0.33727425	0.33151993	0.32969852	1.3719064	0.38635057	0.3407827	0.34679211	0.66237565	47.022275	0.32204745	2.3040872	16.462988	0.00036217374	0.42444741	257.88709	0.3052012	0.34428242	172.28248	0.33155655	0.34281363	0.31136168	0.26513724	0.3382685	0.37214823	0.34296809
34.0		0.31809128	0.33550024	0.092595479	0.9866567	1.8662652	0.24523339	0.34373489	0.33421864	0.33546848	0.33973295	0.33113678	0.3257078	0.32388101	1.3251159	0.37854973	0.33457259	0.34045561	0.64433496	45.092311	0.31768912	2.2226512	15.78792	0.00035547504	0.41971566	248.13909	0.30039826	0.33831352	165.82823	0.32591588	0.33658153	0.30635669	0.26180254	0.33215975	0.36484764	0.33664666
34.5		0.31263648	0.32963825	0.091060871	0.95561119	1.8011768	0.24232449	0.33760586	0.32842586	0.32961452	0.33376861	0.32533717	0.32021414	0.31838269	1.2809562	0.37118121	0.32870374	0.33446753	0.62724375	43.268709	0.31356258	2.1458744	15.150665	0.00034914453	0.41522739	238.89837	0.29585564	0.3326713	159.70492	0.32058356	0.33069213	0.30162246	0.2586433	0.32638673	0.3579427	0.3306731
35.0		0.30747678	0.324093	0.089608955	0.92628358	1.7397028	0.23956546	0.33180823	0.32294594	0.32407689	0.32812674	0.31985161	0.3150165	0.31318106	1.239245	0.36421456	0.32315213	0.32880334	0.61103758	41.544331	0.30965153	2.0734288	14.54864	0.0003431562	0.41096549	230.13194	0.29155501	0.32733275	153.8906	0.31553787	0.32512131	0.29713998	0.2556472	0.3209258	0.35140583	0.3250229
35.5		0.30259144	0.3188423	0.088233926	0.89855596	1.6815957	0.23694585	0.32631884	0.31775697	0.31883344	0.32278474	0.31465803	0.31009415	0.30825532	1.1998145	0.35762167	0.31789555	0.32344035	0.59565719	39.91253	0.30594091	2.0050126	13.979466	0.00033748621	0.40691432	221.80901	0.28747942	0.32227658	148.36516	0.3107587	0.31984672	0.29289171	0.25280285	0.31575508	0.34521153	0.31967342
36.0		0.29796179	0.31386616	0.086930554	0.87232127	1.6266302	0.23445624	0.32111678	0.3128392	0.3138642	0.31772228	0.30973662	0.3054284	0.30358672	1.1625121	0.35137718	0.31291398	0.31835811	0.58104914	38.3673	0.30241714	1.9403518	13.440979	0.00033211283	0.40305962	213.90187	0.28361361	0.31748365	143.11044	0.30622795	0.31484826	0.28886181	0.2501	0.31085486	0.33933686	0.31460424
36.5		0.29356955	0.30914501	0.085693718	0.84747527	1.5745875	0.23208737	0.3161816	0.30817329	0.30914963	0.31291942	0.30506792	0.30100094	0.2991569	1.1271893	0.34545629	0.30818782	0.3135366	0.56716067	36.902762	0.2990669	1.8791809	12.931067	0.00032701506	0.39938748	206.38306	0.2799426	0.31293516	138.10842	0.30192789	0.31010621	0.28503477	0.24752858	0.30620584	0.33375926	0.30979538
37.0		0.28939946	0.30466253	0.084519148	0.82393024	1.525283	0.22983158	0.31149623	0.30374311	0.30467341	0.30835953	0.30063571	0.29679651	0.29495055	1.0937212	0.33983825	0.30370072	0.30895911	0.55394796	35.513963	0.29587913	1.8212758	12.447949	0.00032217522	0.39588635	199.22972	0.27645394	0.30861547	133.3442	0.29784373	0.30560413	0.28139767	0.24508023	0.30179191	0.32845997	0.30523015
37.5		0.28543631	0.3004024	0.083402578	0.80159854	1.4785326	0.22768114	0.3070436	0.29953254	0.30041924	0.304026	0.29642382	0.29279986	0.29095238	1.061983	0.33450237	0.29943632	0.30460896	0.54136689	34.195906	0.29284275	1.7664128	11.989839	0.00031757558	0.39254467	192.4186	0.27313516	0.30450893	128.80269	0.2939607	0.30132562	0.27793757	0.24274658	0.29759699	0.32342019	0.30089189
38.0		0.28166642	0.29634999	0.082340185	0.7804018	1.4341714	0.22562921	0.30280842	0.29552714	0.29637252	0.29990395	0.29241771	0.28899731	0.28714868	1.0318628	0.32943011	0.29537999	0.30047118	0.52937788	32.944169	0.28994786	1.7143933	11.555151	0.00031320049	0.38935209	185.92885	0.26997511	0.30060153	124.47033	0.29026557	0.29725595	0.27464289	0.24052015	0.29360666	0.31862306	0.29676567
38.5		0.27807753	0.29249215	0.081328528	0.76026906	1.3920502	0.22366953	0.29877693	0.29171389	0.2925201	0.29597997	0.28860433	0.28537657	0.28352711	1.0032598	0.32460474	0.29151854	0.29653233	0.51794535	31.754704	0.28718548	1.6650362	11.142436	0.00030903561	0.38629918	179.74187	0.26696371	0.29688064	120.33495	0.28674641	0.29338188	0.27150319	0.23839413	0.28980794	0.31405344	0.29283806
39.0		0.274658	0.2888164	0.080364352	0.74113308	1.3520276	0.22179626	0.29493609	0.28808049	0.28884954	0.29224137	0.2849713	0.28192597	0.280076	0.97607794	0.32001045	0.28783949	0.29277964	0.50703556	30.623682	0.2845472	1.6181708	10.750316	0.00030506754	0.38337717	173.8395	0.26409147	0.29333431	116.38502	0.28339195	0.28969086	0.26850859	0.23636218	0.28618856	0.30969696	0.2890963
39.5		0.27139696	0.28531112	0.079444614	0.72293109	1.3139715	0.22000394	0.29127373	0.28461544	0.2853492	0.2886763	0.28150706	0.27863466	0.27678442	0.95022787	0.31563247	0.28433119	0.28920121	0.4966166	29.547504	0.28202513	1.5736384	10.377515	0.00030128371	0.38057792	168.20499	0.26134951	0.2899514	112.60951	0.28019165	0.28617118	0.26564988	0.23441834	0.28273703	0.30554016	0.28552853
40.0		0.26828463	0.2819658	0.07856657	0.70560638	1.2777627	0.2182876	0.28777886	0.28130837	0.28200859	0.28527407	0.27820121	0.2754928	0.27364254	0.92562877	0.31145746	0.2809831	0.28578631	0.48665991	28.522934	0.27961213	1.5312943	10.022872	0.00029767271	0.37789387	162.823	0.2587298	0.28672182	108.99864	0.27713601	0.28281228	0.26291871	0.2325572	0.279443	0.30157093	0.28212402
40.5		0.2653135	0.27877238	0.077728121	0.68911465	1.2433078	0.21664354	0.28444304	0.27815131	0.27881968	0.28202647	0.27504574	0.27249288	0.27064282	0.90221741	0.30747515	0.27778716	0.28252667	0.47714431	27.547435	0.27730286	1.4910266	9.6854764	0.00029422585	0.37531963	157.62784	0.25622625	0.28363788	105.54529	0.27421777	0.27960604	0.26030876	0.23077474	0.27629853	0.29778007	0.27887452
41.0		0.26247339	0.27571995	0.076926414	0.67339728	1.2104835	0.21506652	0.28125487	0.27513349	0.27577155	0.27892239	0.27202983	0.26962468	0.26777503	0.87991029	0.30367169	0.27473244	0.27941116	0.46803907	26.617629	0.2750898	1.4526868	9.3641192	0.00029093139	0.37284714	152.66165	0.25383047	0.28068909	102.23869	0.27142702	0.27654149	0.2578113	0.22906525	0.27329286	0.29415487	0.2757689
41.5		0.25975639	0.27280001	0.076159232	0.6584083	1.1791933	0.2135525	0.27820545	0.27224651	0.27285572	0.27595318	0.26914506	0.26688028	0.26503121	0.85864193	0.30003631	0.27181042	0.27643108	0.45932116	25.73088	0.27296714	1.4161591	9.057849	0.00028778001	0.37047025	147.91171	0.25153597	0.2778673	99.070928	0.26875608	0.27361008	0.25541957	0.22742435	0.27041763	0.29068553	0.2727985
42.0		0.25715519	0.27000471	0.075424521	0.64410499	1.1493472	0.21209778	0.27528656	0.2694826	0.27006435	0.27311083	0.26638363	0.26425231	0.262404	0.83835141	0.29655901	0.26901323	0.27357838	0.45096888	24.884728	0.27092954	1.3813357	8.7657829	0.00028476331	0.36818337	143.36603	0.24933674	0.27516498	96.034509	0.26619782	0.27080391	0.25312734	0.22584798	0.2676651	0.28736296	0.26995527
42.5		0.25466316	0.26732691	0.074720426	0.63044838	1.1208631	0.21069896	0.27249074	0.26683474	0.26739031	0.2703881	0.26373849	0.26173413	0.25988672	0.81898317	0.29323072	0.26633373	0.27084579	0.44296266	24.076923	0.26897214	1.3481185	8.4871163	0.00028187354	0.36598133	139.01364	0.24722733	0.2725753	93.122665	0.26374581	0.26811581	0.25092891	0.22433248	0.26502823	0.28417891	0.26723195
43.0		0.25227367	0.26475951	0.074045088	0.61740001	1.0936602	0.20935269	0.26981054	0.26429588	0.2648265	0.26777772	0.26120258	0.25931908	0.25747272	0.80048243	0.29004241	0.2637648	0.26822602	0.43528284	23.305231	0.26709011	1.3164102	8.2210526	0.00027910302	0.36385905	134.8438	0.24520232	0.27009143	90.328583	0.2613936	0.26553863	0.24881865	0.22287416	0.26250003	0.28112515	0.26462128
43.5		0.24998134	0.26229672	0.073397001	0.60492799	1.0676712	0.20805626	0.26723992	0.26186034	0.26236714	0.26527383	0.25877017	0.25700176	0.25515658	0.78280366	0.28698673	0.26130063	0.26571317	0.42791343	22.567815	0.26527954	1.2861307	7.9669319	0.00027644547	0.36181245	130.84754	0.2432573	0.26770783	87.646721	0.25913598	0.26306655	0.24679196	0.2214701	0.2600748	0.27819499	0.26211734
44.0		0.24778043	0.25993234	0.072774551	0.59299841	1.0428249	0.2068067	0.2647724	0.25952197	0.26000605	0.2628701	0.25643513	0.25477638	0.2529325	0.76589854	0.28405581	0.25893503	0.26330091	0.42083698	21.862696	0.26353617	1.257195	7.7240545	0.00027389426	0.359837	127.01525	0.24138753	0.26541856	85.070946	0.25696733	0.26069335	0.2448439	0.22011705	0.25774644	0.27538122	0.25971382
44.5		0.24566601	0.25766112	0.072176363	0.5815825	1.0190605	0.20560155	0.26240245	0.25727558	0.25773797	0.26056118	0.25419223	0.25263802	0.25079556	0.74972601	0.28124294	0.25666271	0.26098384	0.41403888	21.1882	0.26185647	1.2295306	7.4918246	0.00027144365	0.35792899	123.33876	0.23958899	0.26321858	82.596194	0.2548829	0.25841373	0.24297029	0.21881235	0.25550975	0.27267772	0.25740534
45.0		0.24363321	0.25547779	0.07160107	0.57065126	0.99631699	0.20443832	0.26012457	0.25511599	0.25555765	0.25834172	0.25203628	0.25058178	0.24874083	0.73424475	0.27854146	0.25447842	0.25875659	0.4075044	20.542636	0.26023685	1.203065	7.2696417	0.00026908798	0.35608466	119.80975	0.23785767	0.26110285	80.21731	0.25287795	0.25622241	0.24116694	0.21755326	0.25335958	0.2700784	0.25518653
45.5		0.24167754	0.25337753	0.071047411	0.56017847	0.97453922	0.20331475	0.25793372	0.25303842	0.25346028	0.25620681	0.24996248	0.24860314	0.2467638	0.71941735	0.27594522	0.25237732	0.25661423	0.4012199	19.924469	0.25867404	1.1777327	7.0569658	0.00026682202	0.35430059	116.42075	0.2361899	0.25906675	77.929495	0.25094809	0.25411453	0.23943004	0.21633734	0.25129115	0.26757763	0.25305247
46.0		0.23979501	0.25135604	0.070514269	0.55014034	0.95367701	0.20222875	0.25582539	0.25103863	0.25144155	0.25415206	0.2479666	0.2466981	0.24486046	0.70520987	0.27344879	0.2503551	0.25455237	0.39517334	19.332317	0.25716508	1.1534734	6.8533055	0.00026464114	0.35257355	113.16504	0.23458237	0.25710615	75.728549	0.24908946	0.25208578	0.23775612	0.21516232	0.24930025	0.26517042	0.25099877
46.5		0.23798174	0.24940915	0.070000558	0.54051376	0.9336817	0.20117839	0.25379523	0.24911251	0.24949731	0.25217324	0.24604449	0.24486275	0.24302689	0.69158936	0.27104684	0.24840759	0.25256675	0.3893527	18.764812	0.25570717	1.1302299	6.6581808	0.00026254086	0.35090068	110.03587	0.23303192	0.25521706	73.610189	0.24729827	0.25013196	0.23614188	0.21402609	0.24738277	0.26285188	0.24902118
47.0		0.23623401	0.24753287	0.069505233	0.53127686	0.91450718	0.20016179	0.25183902	0.2472561	0.24762355	0.25026627	0.2441922	0.24309336	0.24125935	0.67852462	0.26873431	0.24653078	0.25065326	0.38374677	18.220673	0.25429759	1.1079474	6.4711407	0.00026051685	0.34927911	107.02697	0.2315355	0.25339565	71.570508	0.24557093	0.24824906	0.23458415	0.21292659	0.24553476	0.26061737	0.2471156
47.5		0.23454855	0.24572365	0.069027378	0.52240999	0.89611205	0.19917728	0.24995309	0.24546592	0.24581677	0.24842755	0.24240623	0.24138664	0.23955455	0.66598761	0.26650669	0.24472113	0.24880831	0.3783453	17.698742	0.25293396	1.0865767	6.2917763	0.00025856529	0.34770633	104.13263	0.23009042	0.25163854	69.605834	0.24390424	0.24643353	0.23308011	0.21186201	0.24375276	0.25846275	0.24527844
48.0		0.23292207	0.243978	0.068566077	0.51389376	0.87845544	0.19822319	0.24813375	0.2437385	0.24407343	0.24665351	0.2406831	0.23973929	0.2379092	0.65395067	0.26435953	0.24297513	0.2470283	0.3731383	17.197877	0.25161387	1.0660696	6.1196899	0.00025668242	0.34617982	101.34724	0.22869398	0.24994235	67.712654	0.24229502	0.24468182	0.23162696	0.21083055	0.24203329	0.2563839	0.24350611
48.5		0.23135172	0.24229278	0.06812052	0.50571072	0.86150056	0.19729802	0.24637773	0.24207075	0.24239045	0.24494098	0.23901974	0.23814842	0.23632038	0.64238889	0.26228886	0.24128964	0.24531005	0.36811673	16.717046	0.25033518	1.0463823	5.9545188	0.0002548648	0.34469722	98.665688	0.22734382	0.24830411	65.887736	0.24074046	0.24299083	0.2302222	0.20983055	0.24037331	0.2543772	0.24179543
49.0		0.22983451	0.24066482	0.067689877	0.49784363	0.84521112	0.19640033	0.24468171	0.24045955	0.24076463	0.24328672	0.23741299	0.23661106	0.23478512	0.6312777	0.26029066	0.23966149	0.2436503	0.36327145	16.255234	0.24909579	1.0274725	5.7959074	0.00025310907	0.34325644	96.082995	0.22603751	0.24672077	64.127839	0.23923769	0.24135734	0.22886333	0.20886045	0.23876966	0.25243889	0.24014315
49.5		0.22836802	0.2390915	0.067273468	0.49027773	0.82955594	0.19552886	0.24304294	0.2389023	0.23919337	0.24168807	0.23586025	0.23512475	0.23330097	0.62059602	0.25836159	0.23808806	0.24204639	0.35859486	15.811562	0.2478939	1.0093028	5.6435483	0.00025141241	0.34185555	93.594734	0.22477306	0.24518981	62.430253	0.23778434	0.23977873	0.22754826	0.20791888	0.23721979	0.25056593	0.2385466
50.0		0.2269496	0.23756996	0.066870548	0.48299697	0.81450125	0.19468219	0.24145842	0.23739618	0.23767379	0.24014209	0.23435871	0.23368682	0.23186525	0.61032096	0.256498	0.23656646	0.24049537	0.35407849	15.38508	0.2467275	0.99183351	5.4971105	0.00024977171	0.34049236	91.196247	0.22354825	0.2437085	60.791919	0.23637783	0.23825211	0.22627466	0.20700431	0.23572086	0.24875492	0.23700286
50.5		0.22557653	0.23609728	0.066480356	0.47598569	0.80001405	0.193859	0.2399251	0.23593831	0.23620301	0.23864584	0.23290547	0.23229455	0.23047524	0.60043019	0.25469622	0.2350938	0.23899427	0.3497139	14.974857	0.24559466	0.97502599	5.3562711	0.00024818379	0.33916483	88.865881	0.22236089	0.24227403	59.209823	0.23501551	0.23677457	0.22504024	0.20611527	0.23427002	0.24700245	0.23550895
51.0		0.22424725	0.23467178	0.066102456	0.46923403	0.78607347	0.19305852	0.23844121	0.23452702	0.23477933	0.2371976	0.23149888	0.23094638	0.22912937	0.5909096	0.2529541	0.23366837	0.23754138	0.34549647	14.580304	0.24449427	0.95885582	5.2208281	0.00024664688	0.3378719	86.618809	0.2212097	0.24088482	57.682378	0.23369589	0.23534441	0.22384367	0.20525094	0.2328656	0.24530658	0.23406315
51.5		0.22295944	0.23329097	0.065736198	0.46272838	0.77265085	0.19227956	0.23700414	0.23315986	0.23340026	0.23579484	0.23013644	0.22963997	0.22782529	0.58173979	0.25126848	0.23228769	0.23613414	0.34141903	14.200604	0.24342461	0.94328895	5.0905028	0.00024515833	0.33661177	84.450917	0.22009277	0.23953846	56.207041	0.2324167	0.23395912	0.22268297	0.20441001	0.23150515	0.24366439	0.23266293
52.0		0.22171115	0.23195276	0.065381038	0.45645704	0.75972146	0.19152117	0.23561171	0.23183477	0.23206373	0.23443541	0.22881611	0.22837338	0.22656106	0.57290403	0.24963672	0.23094967	0.23477042	0.33747552	13.835052	0.24238435	0.9282968	4.965055	0.00024371585	0.33538309	82.35862	0.21900854	0.23823296	54.781646	0.23117608	0.2326166	0.22155648	0.20359147	0.23018661	0.24207342	0.23130614
52.5		0.22050073	0.23065538	0.065036517	0.45041008	0.74726437	0.19078254	0.23426205	0.23055	0.23076796	0.23311754	0.22753611	0.22714496	0.22533503	0.56438816	0.24805657	0.22965253	0.23344842	0.33366098	13.483061	0.24137227	0.91385448	4.8442821	0.0002423176	0.33418462	80.338986	0.21795566	0.23696664	53.404467	0.22997242	0.23131508	0.22046283	0.20279443	0.22890823	0.24053164	0.22999098
53.0		0.21932635	0.22939685	0.064702119	0.44457638	0.7352561	0.19006272	0.23295309	0.2293036	0.22951097	0.2318392	0.22629451	0.22595286	0.22414534	0.5561763	0.24652551	0.22839429	0.2321661	0.3299695	13.143959	0.24038703	0.89993477	4.7279552	0.00024096136	0.33301491	78.388621	0.21693261	0.2357376	52.07335	0.22880393	0.23005257	0.21940039	0.20201783	0.22766808	0.23903669	0.22871543
53.5		0.21818625	0.2281753	0.064377352	0.43894598	0.72367571	0.18936084	0.23168287	0.2280937	0.2282909	0.23059849	0.22508942	0.22479532	0.22299024	0.54825425	0.24504119	0.22717307	0.23092154	0.32639574	12.817153	0.23942738	0.88651318	4.6158696	0.00023964521	0.33187277	76.504446	0.21593798	0.23454404	50.786422	0.22766893	0.22882717	0.21836773	0.20126076	0.2264643	0.23758638	0.22747757
54.0		0.21707902	0.22698921	0.064061825	0.43351003	0.71250448	0.18867621	0.23044979	0.22691883	0.22710623	0.22939385	0.22391935	0.22367095	0.22186831	0.54060937	0.24360167	0.22598736	0.22971321	0.32293519	12.502105	0.23849231	0.87356763	4.5078416	0.00023836751	0.33075707	74.683781	0.21497062	0.23338451	49.542041	0.22656606	0.22763737	0.21736361	0.20052244	0.2252954	0.23617893	0.22627586
54.5		0.21600304	0.22583682	0.063755079	0.42825901	0.70172236	0.18800797	0.22925201	0.22577724	0.22595521	0.22822352	0.22278257	0.22257808	0.2207779	0.53322808	0.24220473	0.2248354	0.22853931	0.3195826	12.198249	0.2375806	0.8610746	4.4036762	0.00023712626	0.32966655	72.923667	0.21402917	0.23225734	48.338312	0.2254937	0.22648141	0.21638664	0.19980194	0.22415965	0.23481225	0.2251085
55.0		0.21495709	0.22471684	0.063456778	0.42318546	0.6913136	0.18735554	0.22808818	0.22466765	0.22483654	0.22708615	0.22167779	0.22151552	0.21971781	0.52609972	0.24084872	0.22371589	0.2273985	0.31633418	11.905137	0.23669142	0.84901578	4.3032183	0.00023592019	0.3286004	71.22186	0.21311267	0.23116127	47.173869	0.22445072	0.22535796	0.2154358	0.19909865	0.22305578	0.23348482	0.22397417
55.5		0.21393983	0.22362783	0.063166545	0.41828139	0.68126125	0.18671831	0.22695678	0.22358864	0.22374878	0.22598029	0.22060358	0.22048193	0.21868669	0.51921286	0.2395318	0.22262738	0.22628932	0.31318551	11.622282	0.23582384	0.83737134	4.206302	0.00023474772	0.32755772	69.57583	0.21222004	0.23009495	46.047091	0.22343582	0.2242656	0.21450996	0.19841186	0.22198236	0.23219493	0.2228714
56.0		0.21294987	0.22256827	0.062883986	0.4135385	0.67154799	0.18609543	0.22585623	0.22253871	0.22269042	0.2249044	0.21955844	0.21947587	0.21768312	0.51255571	0.23825206	0.22156836	0.22521021	0.31013208	11.349192	0.23497671	0.8261208	4.1127568	0.00023360712	0.3265371	67.983045	0.21135007	0.2290569	44.956354	0.22244759	0.22320279	0.21360786	0.19774069	0.2209379	0.23094076	0.22179863
56.5		0.21198623	0.22153714	0.062608836	0.40895108	0.66216161	0.18548655	0.22478545	0.22151686	0.22166044	0.22385743	0.21854136	0.21849641	0.21670614	0.50612006	0.2370082	0.2205378	0.22416013	0.30717086	11.085519	0.23414948	0.81524996	4.0224623	0.00023249743	0.32553822	66.441728	0.21050204	0.22804617	43.900547	0.22148515	0.22216851	0.21272875	0.19708473	0.2199214	0.22972114	0.22075484
57.0		0.21104761	0.22053301	0.062340724	0.40451115	0.65308539	0.18489093	0.22374294	0.22052167	0.22065742	0.22283794	0.21755093	0.21754222	0.21575443	0.49989457	0.23579842	0.21953429	0.22313763	0.30429742	10.830785	0.23334111	0.80473946	3.9352545	0.00023141706	0.32455983	64.949364	0.20967484	0.22706137	42.878034	0.2205472	0.22116133	0.21187147	0.19644319	0.21893145	0.22853434	0.21973856
57.5		0.21013312	0.21955493	0.062079401	0.40021316	0.64430754	0.18430814	0.22272771	0.21955221	0.21968039	0.22184494	0.2165862	0.21661239	0.21482708	0.49387129	0.23462149	0.21855685	0.22214173	0.30150877	10.58465	0.23255096	0.79457533	3.8510163	0.00023036493	0.32360132	63.504211	0.20886774	0.2261016	41.887709	0.21963288	0.22018028	0.21103525	0.1958156	0.21796711	0.22737922	0.21874881
58.0		0.20924166	0.21860176	0.061824569	0.39605114	0.63581548	0.1837377	0.22173856	0.21860735	0.21872823	0.22087729	0.21564603	0.21570587	0.21392303	0.48804168	0.23347597	0.21760435	0.22117125	0.29880159	10.346763	0.23177834	0.78474264	3.7696242	0.00022933987	0.32266207	62.104463	0.20807989	0.22516577	40.928382	0.21874116	0.21922422	0.21021922	0.19520143	0.21702726	0.22625443	0.21778443
58.5		0.20837224	0.21767237	0.061575937	0.39201872	0.62759583	0.18317901	0.22077432	0.21768598	0.21779982	0.21993384	0.21472933	0.21482161	0.21304124	0.48239669	0.23236044	0.21667567	0.22022507	0.2961723	10.116735	0.23102241	0.77522614	3.6909457	0.00022834063	0.32174107	60.748039	0.20731043	0.22425281	39.998707	0.21787103	0.21829202	0.20942246	0.19460003	0.2161108	0.22515863	0.21684428
59.0		0.20752408	0.21676595	0.061333292	0.38811108	0.61963836	0.18263171	0.21983411	0.21678729	0.21689432	0.21901375	0.21383528	0.21395884	0.21218093	0.47692941	0.23127384	0.21576998	0.21930232	0.29361829	9.8942733	0.23028263	0.76601361	3.6148799	0.00022736638	0.32083781	59.433435	0.20655872	0.22336191	39.09771	0.21702174	0.21738286	0.2086443	0.19401101	0.21521692	0.22409083	0.21592751
59.5		0.2066962	0.21588146	0.061096364	0.38432273	0.61193153	0.18209533	0.21891686	0.21591025	0.21601072	0.21811597	0.21296286	0.2131166	0.21134114	0.47163202	0.23021488	0.21488624	0.21840196	0.29113644	9.6790507	0.22955832	0.75709174	3.5413126	0.00022641596	0.31995158	58.158943	0.20582399	0.22249211	38.224247	0.21619237	0.21649569	0.20788395	0.19343384	0.21434459	0.22304979	0.21503307
60.0		0.20588783	0.21501805	0.060864933	0.38064892	0.60446532	0.18156944	0.21802169	0.21505404	0.21514816	0.21723964	0.21211122	0.2122941	0.21052107	0.46649775	0.22918247	0.21402361	0.21752313	0.28872407	9.4707777	0.2288489	0.74844848	3.4701439	0.00022548845	0.31908178	56.923037	0.20510559	0.22164258	37.377326	0.21538215	0.21562967	0.20714072	0.19286809	0.21349299	0.2220345	0.21416011
